time,pos_x,pos_y,pos_z,q,p1,p2,p3
1589996032.3523998,-0.0,0.1911479578665316,0.56,-0.06365966796875,0.21044921875,0.0345458984375,-0.97491455078125
1589996032.3623998,-0.0,0.1911479578665316,0.56,-0.06418122564043317,0.21043350015367782,0.0345616170338222,-0.9748988321849278
1589996032.3723998,-0.0,0.1911479578665316,0.56,-0.064453125,0.21038818359375,0.03460693359375,-0.974853515625
1589996032.3823998,-0.0,0.1911479578665316,0.56,-0.064453125,0.21038818359375,0.03460693359375,-0.974853515625
1589996032.3923998,-0.0,0.1911479578665316,0.56,-0.064453125,0.21036214384529683,0.03460693359375,-0.974853515625
1589996032.4023998,-0.0,0.1911479578665316,0.56,-0.064453125,0.21028032263968155,0.03460693359375,-0.9748769285239093
1589996032.4123998,-0.0,0.1911479578665316,0.56,-0.064453125,0.210171765910853,0.03460693359375,-0.9749256548526324
1589996032.4223998,-0.0,0.1911479578665316,0.56,-0.064453125,0.2099804715351338,0.03460693359375,-0.9749755859375
1589996032.4323997,-0.0,0.1911479578665316,0.56,-0.064453125,0.20987539310395564,0.03460693359375,-0.9749755859375
1589996032.4423997,-0.0,0.1911479578665316,0.56,-0.064453125,0.2098388671875,0.03460693359375,-0.9749755859375
1589996032.4523997,-0.0,0.1911479578665316,0.56,-0.064453125,0.2098388671875,0.03460693359375,-0.9749755859375
1589996032.4623997,-0.0,0.1911479578665316,0.56,-0.06448006874095676,0.20981192344654326,0.034579989852793244,-0.9749755859375
1589996032.4723997,-0.0,0.1911479578665316,0.56,-0.06451416015625,0.20977783203125,0.03449865565093175,-0.9749992073307842
1589996032.4823997,-0.0,0.1911479578665316,0.56,-0.06451416015625,0.20974710753764667,0.034393103631396665,-0.97503662109375
1589996032.4923997,-0.0,0.1911479578665316,0.56,-0.06454422388093875,0.2096566694256225,0.03433272924406124,-0.97503662109375
1589996032.5023997,-0.0,0.1911479578665316,0.56,-0.0645751953125,0.20954537608836685,0.034277082575433424,-0.9750612963308166
1589996032.5123997,-0.0,0.1911479578665316,0.56,-0.0645751953125,0.20947265625,0.03424072265625,-0.97509765625
1589996032.5223997,-0.0,0.1911479578665316,0.56,-0.0645751953125,0.20947265625,0.03424072265625,-0.97509765625
1589996032.5323997,-0.0,0.1911479578665316,0.56,-0.0645751953125,0.20947265625,0.03424072265625,-0.97509765625
1589996032.5423996,-0.0,0.1911479578665316,0.56,-0.0645751953125,0.20947265625,0.03424072265625,-0.97509765625
1589996032.5523996,-0.0,0.1911479578665316,0.56,-0.0645751953125,0.20945377257473258,0.03424072265625,-0.97509765625
1589996032.5623996,-0.0,0.1911479578665316,0.56,-0.0645751953125,0.20941162109375,0.03424072265625,-0.97509765625
1589996032.5723996,-0.0,0.1911479578665316,0.56,-0.0645751953125,0.20941162109375,0.03424072265625,-0.97509765625
1589996032.5823996,-0.0,0.1911479578665316,0.56,-0.0645751953125,0.20941162109375,0.03424072265625,-0.97509765625
1589996032.5923996,-0.0,0.1911479578665316,0.56,-0.0645751953125,0.20941162109375,0.03424072265625,-0.97509765625
1589996032.6023996,-0.0,0.1911479578665316,0.56,-0.0645751953125,0.20943709143389014,0.03424072265625,-0.97509765625
1589996032.6123996,-0.0,0.1911479578665316,0.56,-0.0645751953125,0.20947265625,0.03424072265625,-0.97509765625
1589996032.6223996,-0.0,0.1911479578665316,0.56,-0.0645751953125,0.20947265625,0.03424072265625,-0.97509765625
1589996032.6323996,-0.0,0.1911479578665316,0.56,-0.0645751953125,0.20947265625,0.03424072265625,-0.97509765625
1589996032.6423995,-0.0,0.1911479578665316,0.56,-0.0645751953125,0.20947265625,0.03424072265625,-0.97509765625
1589996032.6523995,-0.0,0.1911479578665316,0.56,-0.0645751953125,0.2095021826179073,0.03424072265625,-0.9750681298820927
1589996032.6623995,-0.0,0.1911479578665316,0.56,-0.0645751953125,0.20960761808037007,0.03424072265625,-0.97503662109375
1589996032.6723995,-0.0,0.1911479578665316,0.56,-0.0645751953125,0.2097590687854638,0.03424072265625,-0.9750225304569288
1589996032.6823995,-0.0,0.1911479578665316,0.56,-0.0645751953125,0.2099475019729276,0.03426452247083881,-0.9749636860302056
1589996032.6923995,-0.0,0.1911479578665316,0.56,-0.0645751953125,0.2102279516452064,0.034390762527568806,-0.97491455078125
1589996032.7023995,-0.0,0.1911479578665316,0.56,-0.06454948452707446,0.21037857000835108,0.03444953891042554,-0.9748888399958244
1589996032.7123995,-0.0,0.1911479578665316,0.56,-0.06451416015625,0.21047180935980525,0.03448486328125,-0.974853515625
