time,acc_x,acc_y,acc_z,mag_x,mag_y,mag_z,gyr_x,gyr_y,gyr_z,ori_z,ori_y,ori_x,q,p1,p2,p3,A0,A1,A2
1589552320.5498428,-0.13,-4.32,8.81,0.4222222222222222,0.24888888888888888,-0.6166666666666667,0.0,0.10362892433716332,0.06544984694978735,4.569490147877654,-0.015271630954950384,0.44396812847605754,0.638916015625,-0.1502685546875,-0.16119384765625,0.737060546875,0.23759126105169737,0.47352537593952493,0.11487980794348507
1589552320.556285,-0.15,-4.31,8.82,0.4222222222222222,0.24888888888888888,-0.6166666666666667,0.017453292519943295,0.05563236990731925,-0.02399827721492203,4.569490147877654,-0.015271630954950384,0.44396812847605754,0.6390380859375,-0.15045166015625,-0.1610107421875,0.7369384765625,0.23759126105169737,0.47352537593952493,0.11487980794348507
1589552320.5690913,-0.15,-4.3,8.81,0.4222222222222222,0.24888888888888888,-0.6166666666666667,0.02399827721492203,-0.11235557059713495,0.02617993877991494,4.569490147877654,-0.014180800172453926,0.4428772976935611,0.63885498046875,-0.14996337890625,-0.1612548828125,0.73712158203125,0.34022226900883096,0.4823119900107394,0.11518631396993224
1589552320.5760696,-0.15,-4.31,8.84,0.44222222222222224,0.24888888888888888,-0.6233333333333333,-0.09817477042468103,0.007635815477475192,-0.06544984694978735,4.571671809442647,-0.014180800172453926,0.44396812847605754,0.63958740234375,-0.15032958984375,-0.16156005859375,0.73638916015625,0.33136596019053416,0.4823119900107394,0.11518631396993224
1589552320.5861435,-0.12,-4.33,8.79,0.44222222222222224,0.24888888888888888,-0.6233333333333333,0.02399827721492203,-0.03599741582238304,0.09381144729469522,4.570580978660151,-0.014180800172453926,0.44396812847605754,0.63922119140625,-0.15020751953125,-0.16156005859375,0.7366943359375,0.33136596019053416,0.4823119900107394,0.11460525354398816
1589552320.5968676,-0.11,-4.33,8.67,0.44222222222222224,0.24888888888888888,-0.6233333333333333,-0.01090830782496456,-0.0032724923474893677,-0.06544984694978735,4.570580978660151,-0.014180800172453926,0.44396812847605754,0.639404296875,-0.15020751953125,-0.16168212890625,0.73651123046875,0.3696522432444459,0.4823119900107394,0.11460525354398816
1589552320.6062348,-0.12,-4.32,8.69,0.44222222222222224,0.24888888888888888,-0.6233333333333333,0.01090830782496456,-0.04036073895236887,0.004363323129985824,4.570580978660151,-0.014180800172453926,0.44396812847605754,0.639404296875,-0.15008544921875,-0.16180419921875,0.73651123046875,0.3696522432444459,0.4823119900107394,0.11487980794348507
1589552320.619435,-0.14,-4.31,8.75,0.44222222222222224,0.24888888888888888,-0.6233333333333333,0.06981317007977318,0.14180800172453928,-0.017453292519943295,4.571671809442647,-0.015271630954950384,0.44396812847605754,0.6396484375,-0.150390625,-0.1611328125,0.73638916015625,0.30702113579835705,0.2978707932085081,0.113698868948505
1589552320.625855,-0.15,-4.33,8.87,0.43555555555555553,0.23555555555555555,-0.6166666666666667,0.05235987755982988,0.13962634015954636,-0.04145156973486533,4.572762640225143,-0.016362461737446838,0.4428772976935611,0.6400146484375,-0.15069580078125,-0.1605224609375,0.73614501953125,0.30702113579835705,0.2978707932085081,0.113698868948505
1589552320.6372194,-0.15,-4.3,8.84,0.43555555555555553,0.23555555555555555,-0.6166666666666667,-0.07635815477475191,0.04908738521234052,0.02399827721492203,4.572762640225143,-0.016362461737446838,0.44396812847605754,0.639892578125,-0.151123046875,-0.16064453125,0.73614501953125,0.34232915890069343,0.3034114163524859,0.11518631396993224
1589552320.6465106,-0.15,-4.32,8.8,0.43555555555555553,0.23555555555555555,-0.6166666666666667,0.08944812416470939,0.11017390903214205,0.07199483164476608,4.571671809442647,-0.017453292519943295,0.4428772976935611,0.6397705078125,-0.1513671875,-0.15997314453125,0.736328125,0.34232915890069343,0.3034114163524859,0.11518631396993224
1589552320.6566005,-0.14,-4.32,8.82,0.43555555555555553,0.23555555555555555,-0.6166666666666667,-0.019634954084936207,-0.011999138607461015,-0.061086523819801536,4.572762640225143,-0.017453292519943295,0.4428772976935611,0.63995361328125,-0.15130615234375,-0.16015625,0.73614501953125,0.3696522432444459,0.4778809308314024,0.11518631396993224
1589552320.6702785,-0.14,-4.32,8.78,0.43555555555555553,0.23555555555555555,-0.6166666666666667,-0.030543261909900768,0.04036073895236887,-0.04145156973486533,4.572762640225143,-0.017453292519943295,0.44396812847605754,0.64013671875,-0.15155029296875,-0.16015625,0.7359619140625,0.3696522432444459,0.4778809308314024,0.1049857750970374
1589552320.6791618,-0.14,-4.32,8.83,0.41555555555555557,0.2222222222222222,-0.6311111111111111,-0.11344640137963141,0.031634092692397225,-0.11999138607461016,4.572762640225143,-0.017453292519943295,0.445058959258554,0.64007568359375,-0.15179443359375,-0.16070556640625,0.73583984375,0.34022226900883096,0.4381793078164114,0.1062661894949227
1589552320.692274,-0.15,-4.31,8.85,0.41555555555555557,0.2222222222222222,-0.6311111111111111,-0.01308996938995747,-0.11017390903214205,-0.0916297857297023,4.57385347100764,-0.016362461737446838,0.445058959258554,0.64031982421875,-0.15142822265625,-0.1611328125,0.735595703125,0.3696522432444459,0.3723890828255631,0.11399950395623827
1589552320.6986961,-0.14,-4.33,8.74,0.41555555555555557,0.2222222222222222,-0.6311111111111111,-0.02181661564992912,0.05563236990731925,0.06326818538479445,4.572762640225143,-0.016362461737446838,0.445058959258554,0.64007568359375,-0.1517333984375,-0.1610107421875,0.73577880859375,0.3696522432444459,0.3723890828255631,0.11399950395623827
